Name	County	Location	AcresBurned	Year	Month	Extinguished	Started
Coyote Fire	Calaveras	Milton Rd south of Rock Creek Rd, Milton area	203	2024	7	7/21/24	7/20/24
Peach Fire	Monterey	Highway 198 at Peachtree RD	80	2024	7		7/20/24
Canyon Fire	Placer	Unknown / TBD	752	2024	7		7/20/24
Panoche Fire	San Benito	Panoche Rd and Little Panoche Rd in the community of Paicines	37	2024	7	7/19/24	7/19/24
Liberty Fire	San Joaquin	19100 Block of East Liberty Road, North of Clements	104	2024	7	7/20/24	7/19/24
Deer Fire	Los Angeles	East Avenue Q &amp; 35th Street East, East of Palmdale	272	2024	7	7/20/24	7/19/24
Abbey Fire	San Bernardino	North of Redlands Airport, Southeast of Highland	10	2024	7	7/21/24	7/19/24
Fork Fire	Los Angeles	East Fork Road &amp; Glendora Mountain Road, Camp Williams	301	2024	7	7/28/24	7/19/24
La Tuna Fire	Los Angeles	210 Fwy near La Tuna Canyon Rd, South of Sunland-Tujunga	43	2024	7		7/19/24
Lehi Fire	Placer	South of Ridge Road &amp; Lehi Lane, Northwest of Newcastle	9	2024	7	7/21/24	7/19/24
Lookout Fire	Madera	Access road to the Deadwood repeater site near the town of Oakhurst 	11	2024	7	7/21/24	7/19/24
Ducor 2 Fire	Tulare	Near Road 256 and Avenue 44, Terra Bella	142	2024	7	7/20/24	7/18/24
Tire Fire	Fresno	Interstate 5/Fresno Coalinga Road	16	2024	7		7/18/24
Dorado Fire	Fresno	30000 S El Dorado Ave and 23000 W Chandler Ave, Huron	43	2024	7	7/20/24	7/18/24
Sloane Fire	San Diego	Southwest of Loveland Dam, Lawson Valley	14	2024	7	7/19/24	7/17/24
Plantation Fire	Modoc	East of Hwy 395 and Goose Lake, North of Davis Creek	31	2024	7		7/17/24
Happy Fire	Fresno	Cedar Grove	12145	2024	7		7/16/24
Hill Fire	Humboldt, Trinity	South of the community of Willow Creek in the Mosquito Creek Drainage	7224	2024	7	8/14/24	7/16/24
Willow Fire	Kern	Near Backus Road and 85th Street, Willow Springs	175	2024	7	7/19/24	7/16/24
Donomore Fire	Siskiyou	South/East of Donomore Peak, near the California/Oregon border	35	2024	7	7/21/24	7/16/24
Paradise Fire	Siskiyou	4500 Block of Ager Road, West of Siskiyou County Airport, Montague	101	2024	7		7/15/24
5 Fire	Kern	I-5 North of Twisselman Rd, Lost Hills	348	2024	7	7/19/24	7/15/24
Point Fire	Modoc	South of Newell	298	2024	7	7/20/24	7/15/24
San Joaquin Fire	Lake	Mendocino Street and San Joaquin Ave in Clearlake; Lake County Fire Protection District	8	2024	7		7/15/24
Sentinel Fire	Fresno	South of the community of Cedar Grove	258	2024	7		7/14/24
Mcnab Fire	Mendocino	800 Block of McNab Ranch Road, Ukiah	10	2024	7		7/14/24
Solar Fire	Monterey	Turkey Flat Road, Parkfield	11	2024	7		7/14/24
Laura Fire	Kern	East of Havilah	77	2024	7	7/19/24	7/14/24
Dewey Fire	Siskiyou	North of Little Shasta	109	2024	7		7/14/24
Pickett Fire	Trinity	East of Ruth Reservoir	22	2024	7		7/14/24
Lost Hills Fire	Kern	Lost Hills Road in Lost Hills, Kern	4032	2024	7	7/20/24	7/14/24
Holloway Fire	Kern	Near Holloway Road Twissleman Road, Lost Hills	10	2024	7		7/14/24
2024 SQF Lightning Complex	Kern, Tulare	East of Johnsdale in Tulare County	33026	2024	7		7/13/24
Hurricane Fire	Kern, San Luis Obispo	Hurricane Road, Santa Margarita	12703	2024	7		7/13/24
Soda Fire	San Luis Obispo	Northeast of Cuyama	161	2024	7		7/13/24
White Fire	Kern	11 miles South of Tehachapi	5646	2024	7		7/13/24
Minor Fire	Los Angeles	230th Street East &amp; Avenue D4, Lancaster	50	2024	7		7/13/24
Rancho Fire	Kern	Sebastian road near Arvin	9950	2024	7		7/13/24
Packsaddle Fire	Tulare	Near Packsaddle Trail, East of California Hot Springs 	47	2024	7		7/13/24
Horse Fire (Previously 3-7)	Lassen	East of Horse Creek, North of Little Valley	42	2024	7	7/22/24	7/13/24
Rim Fire	Lassen	Loomis Cabin Road, East of Little Valley	1025	2024	7		7/13/24
Quality Fire	Inyo	Lone Pine Golf Course Road and Main Street, Lone Pine	51	2024	7	7/16/24	7/13/24
Bluff Fire	Riverside	Bluff St. and Mias Canyon Rd. in Banning	50	2024	7		7/12/24
Ranch Fire	Monterey	Coalinga Road, Parkfield, CA	29	2024	7		7/12/24
Athens Fire	Placer	Athens Ave and Fiddyment Rd	260	2024	7		7/12/24
Pauba Fire	Riverside	CA-79 &amp; Pauba Rd, Temecula, CA	101	2024	7	7/14/24	7/12/24
Indiana Fire	Merced	Washington Road and Indiana Avenue	20	2024	7		7/12/24
Pilot Fire	Kern	I-5 near Hwy 43	50	2024	7		7/12/24
Railbridge Fire	Butte	Railbridge Road and Crestmont Court, Palermo	130	2024	7		7/11/24
Carrizo 5 Fire	San Diego	Unknown / TBD	10	2024	7		7/11/24
Woodland Fire	Los Angeles	Lonesome Valley Road and 107th Street West, Leona Valley	20	2024	7		7/10/24
Poppy Fire	Los Angeles	Canyon Country	87	2024	7		7/10/24
Point Fire	Humboldt	East of Garberville on Alderpoint Road	85	2024	7		7/10/24
Ranch Fire	Lassen	Highway 395 near Hallelujah Junction	21	2024	7		7/10/24
Cow 2 Fire	Tulare	Area of Cow Mountain Road and Tulare River Tribe of California, east of Porterville	509	2024	7		7/9/24
Teresa Fire	Santa Clara	Unknown / TBD	20	2024	7		7/9/24
Todd Fire	Los Angeles	60th Street East and East Avenue	35	2024	7		7/9/24
Panoche Fire	San Benito	Panoche Road near Little Panoche Road	93	2024	7		7/9/24
Breckenridge Fire	Kern	Breckinridge Road East of Bakersfield	277	2024	7		7/9/24
Tesla Fire	Alameda	5300 block of Arroyo Road	27	2024	7		7/8/24
Sand Fire	Tulare	Sand Creek Road and Sand Creek Drive, North of Orange Cove	31	2024	7		7/8/24
Mina Fire	Mendocino	97500 Block of Mina Rd, Northwest of Covelo	98	2024	7		7/8/24
Bogus Fire	Siskiyou	East of Ager	411	2024	7	7/15/24	7/8/24
Franklin Fire	San Luis Obispo	3000 Block Creston Road, Paso Robles	53	2024	7		7/8/24
Caliente Fire	Kern	Bealville Road North of Highway 58, Bealville	60	2024	7		7/8/24
Vista Fire	San Bernardino	Stockton Flats, Lytle Creek	2936	2024	7		7/7/24
Post Fire	Riverside	Post Road &amp; San Jacinito Avenue, Perris	11	2024	7		7/7/24
North Fire	Modoc	Highway 395, Likely	4685	2024	7	7/14/24	7/7/24
Royal Fire	Placer	West of Soda Springs, near Soda Springs Road	215	2024	7		7/7/24
Hilldale Fire	Merced	Hilldale Ave, Santa Nella	10	2024	7		7/7/24
Pocket Fire	Sonoma	Pocket Ranch Road and Ridge Oaks Road, north of Geyserville	11	2024	7		7/6/24
Pay Fire	El Dorado	Paydirt Drive, near Placerville	77	2024	7		7/6/24
Cahuilla Fire	San Bernardino	Cahuilla Rd, Apple Valley	75	2024	7		7/6/24
Lucerne Fire	San Bernardino	HWY 18 and High Rd in Lucerne Valley	419	2024	7	7/8/24	7/6/24
Top Fire	Riverside	Poarch Drive and Hill Top Drive, Riverside	49	2024	7		7/6/24
Granite Fire	Mariposa	Narciso Way and Granite Springs Rd., Coulterville	55	2024	7		7/6/24
View Fire	Ventura	Unknown / TBD	14	2024	7		7/6/24
Blue Water Fire	San Bernardino	Parker Dam Road, Bluewater	150	2024	7		7/6/24
Paloma Fire	Merced	Unknown / TBD	14	2024	7		7/5/24
Dersch Fire	Shasta	Dersch Road, Shingletown	57	2024	7		7/5/24
Hills Fire	Riverside	Juniper Flats Road and Mapes Road in Homeland	71	2024	7		7/5/24
York Fire	Kings	Unknown / TBD	60	2024	7		7/5/24
Lake Fire	Santa Barbara	Santa Lucia Road near Zaca Lake	38664	2024	7	8/4/24	7/5/24
Plenty Fire	Los Angeles	Copper Hill Drive &amp; Old Spanish Trail, Santa Clarita	77	2024	7		7/5/24
Rancho Fire	Ventura	Unknown / TBD	14	2024	7		7/5/24
Vestal Fire	Tehama	Vestal Rd and Pope Dr near Fowler Place	19	2024	7		7/5/24
Grande Fire	Stanislaus	West of Patterson	323	2024	7		7/4/24
Sotelo Fire	Riverside	Goetz Rd X Sotelo Rd in Perris	17	2024	7		7/4/24
Deer Fire	Tehama	Deer Valley Road, Red Bluff	32	2024	7		7/4/24
Highway Fire 	Kern	I-5 near Traft Hwy	75	2024	7		7/4/24
Meiss Fire	Sacramento	South of Ranch Murrieta, Sacramento County	18	2024	7		7/4/24
French Fire	Mariposa	French Camp Road at Hwy 49, Mariposa	908	2024	7		7/4/24
Nason Fire	Riverside	Nason Street, Moreno Valley	65	2024	7		7/4/24
Sonora Fire 	San Bernardino	Highway 18 at Sonora Road	5	2024	7	7/5/24	7/4/24
Lumpkin Fire	Butte	Lumpkin Road, Hurleton	8	2024	7		7/4/24
Storey Fire	Madera	Unknown / TBD	10	2024	7		7/4/24
Rd 18.75 / Ave 24 Fire	Madera	Rd 18 3/4 &amp; Avenue 24, Chowchilla	10	2024	7		7/4/24
Sharp Fire	Ventura	Sharp Road, Simi Valley	133	2024	7		7/3/24
Olive Fire	Kern	Near CA-33, Blackwells Corner	1310	2024	7		7/3/24
Berry Fire	Kern	Granite Rock Road near Bakersfield	60	2024	7		7/3/24
Shelly Fire	Siskiyou	Greenview	15520	2024	7		7/3/24
Orchard Fire	Kern	Highline Road off Tehachapi Willow Springs Road, Tehachapi	830	2024	7		7/3/24
Adams Fire	Lake	Main Street, Lower Lake	16	2024	7		7/3/24
Watt Fire	Placer	Unknown / TBD	23	2024	7		7/3/24
Olinda Fire	Shasta	Olinda Road, Anderson	98	2024	7		7/3/24
Little Fire	Fresno	Little Panoche Road, Mendota	11	2024	7	7/3/24	7/3/24
Grubbs Fire	Butte	Grubbs Road, Palermo	10	2024	7		7/3/24
Slough Fire	Sacramento	Jackson Road and Dillard Road, East of Sacramento	11	2024	7		7/3/24
Adrian Fire	Los Angeles	Westland Drive, Palmdale	80	2024	7		7/3/24
Toll Fire	Napa	Old Lawley Toll Road, northeast of Calistoga	41	2024	7		7/2/24
Thompson Fire	Butte	Cherokee Road and Thompson Flat Road, Oroville 	3789	2024	7		7/2/24
Yolla Fire	Shasta	Yolla Bolla Road and Wintun Road	19	2024	7		7/2/24
Denverton Fire	Solano	Creed Road and Denverton Road	25	2024	7		7/2/24
Border 60 Fire	San Diego	Humphries Road, Potrero	23	2024	7		7/2/24
Airline Fire	San Benito	Panoche Road, Paicines, CA	1295	2024	7		7/2/24
Moccasin Fire	El Dorado	Moccasin Trail, West of Somerset	51	2024	7		7/2/24
Bowman Fire	Kern	Unknown / TBD	13	2024	7	7/2/24	7/2/24
Luken Fire	Riverside	Lukens Lane and Metz Road, unincorporated Perris	18	2024	7	7/3/24	7/2/24
Power Fire	Kern	State Route 118	200	2024	7	7/3/24	7/2/24
Kitchen Fire	San Diego	Kitchen Creek Road and Old Highway 80, Campo	43	2024	7	7/1/24	7/1/24
Kern Fire	Kern	Highway 14 near Redrock Iyokern Road, Kern County	15	2024	7	7/1/24	7/1/24
Mccain Fire	San Diego	Interstate 8 Westbound at McCain Valley Road	1595	2024	7		7/1/24
Sunrise Fire	Los Angeles	Big Pines Hwy, South East of Valyermo	35	2024	7	7/3/24	7/1/24
High Desert Fire	Lassen	High Desert State Prison and Rice Canyon Road, Susanville	10	2024	7		7/1/24
Indigo Fire	Los Angeles	Del Valle Road, Castaic	22	2024	6		6/30/24
Sierra Fire 	San Bernardino	South of Sierra Avenue, Fontana	400	2024	6	7/1/24	6/30/24
Brentwood Fire	San Luis Obispo	Unknown / TBD	30	2024	6		6/30/24
Canyon Fire	Stanislaus	Del Puerto Canyon Road	80	2024	6		6/30/24
Round Fire	Riverside	Gilman Springs and Alessandro Boulevard, Moreno Valley	344	2024	6		6/29/24
Mines Fire	Alameda	MM17 on Mines Rd in Mendenhall Springs	5	2024	6		6/29/24
Creek Fire	El Dorado	Coon Creek Road and Owl Creek Road, Greenwood	16	2024	6	7/1/24	6/29/24
El Paso Fire	Kern	East of Black Mountain and West of Searles, Kern County	471	2024	6	7/2/24	6/29/24
Pizona Fire	Mono	North of McBride Springs, Inyo National Forest	2160	2024	6		6/28/24
Spring Fire	Tehama	Manton	100	2024	6		6/28/24
Lime Fire	Calaveras	Highway 12 and Lime Creek Road, Valley Springs	27	2024	6		6/28/24
Adobe Fire	Stanislaus	Del Puerto Canyon Road	41	2024	6		6/28/24
Cotton Fire	San Luis Obispo	CA 41 near Cholame	202	2024	6		6/28/24
Frazier Fire	Fresno	Frazier Rd and Calkins Rd in Auberry	11	2024	6		6/28/24
Lonoak Fire	Monterey	Lonoak RD East of King City	255	2024	6		6/28/24
Hollow Fire	San Joaquin	I-580 east and Corral Hollow Road	210	2024	6		6/27/24
Veterans Fire	Shasta	Gas Point Road and Small Farms Drive near Happy Valley	85	2024	6		6/27/24
Bar Fire 	Butte	Long Bar Road x Canyon Highlands Drive, Oroville	36	2024	6	7/1/24	6/27/24
Pass Fire	Alameda	Altamont Pass Road, Altamont	20	2024	6		6/26/24
Basin Fire	Fresno	North of Green Cabin Flat Campground	14023	2024	6	7/20/24	6/26/24
Columbia Fire	Los Angeles	60th Street West near West Avenue C, Lancaster	356	2024	6		6/26/24
Clear Fire	Modoc	North of Clear Lake	890	2024	6		6/26/24
Empire	Contra Costa	Empire Mine Rd and Deer Valley Rd, 3 miles west of Brentwood 	250	2024	6		6/26/24
Lavender Fire	Kern	Highway 46 near Kecks Road, Kecks Corner	110	2024	6		6/25/24
Preston Fire	Sonoma	North Redwood Highway and Preston Drive, Cloverdale	11	2024	6		6/25/24
Anchor Fire	Fresno	Adams Avenue and Anchor Avenue, Orange Cove	12	2024	6		6/25/24
Round Fire	Kern	Round Mountain Road, North of Bakersfield	300	2024	6		6/25/24
Crabtree Fire	Stanislaus	Crabtree Road and Warnerville Road, southeast of Oakdale	54	2024	6		6/25/24
10th Fire	Kern	10th St &amp; Balboa Ave, Mojave	133	2024	6		6/24/24
Serrano Fire	Riverside	Ringdahl Circle, Corona	12	2024	6		6/24/24
Muscat Fire	Fresno	East Muscat Avenue and South Crawford Avenue, Granite Hill in Fresno County	142	2024	6		6/24/24
White Fire	Mariposa	Old Highway South and White Rock Road, near Raymond in Mariposa County 	52	2024	6		6/24/24
Willms Fire	Tuolumne	East of the Stanislaus County Line, in Tuolumne County  	12	2024	6	6/24/24	6/24/24
Amoruso Fire	Placer	Amoruso Way and Sunset Boulevard West, near Pleasant Grove in Placer County	438	2024	6	6/25/24	6/24/24
1-2 Fire	San Joaquin	North Waverly Road and East Flood Road, Linden in San Joaquin County	215	2024	6		6/24/24
Apache Fire	Butte	Apache Hill Road and Crestmont Avenue	691	2024	6		6/24/24
Bear Fire	Mariposa	Bear Valley Road, Mariposa, CA	19	2024	6		6/24/24
Fresno June Lightning Complex	Fresno	Multiple fires east of the Sanger Area	10616	2024	6		6/24/24
Sheering Fire	Tuolumne	South of Pinecrest Lake	528	2024	6		6/24/24
Oak Fire	Riverside	42000 Block Oak Canyon Road, Sage	13	2024	6		6/23/24
Willow Fire	Madera	Willow Drive and Raymond Road, West of Hensley Lake	213	2024	6	6/24/24	6/22/24
Border 58 Fire	San Diego	Otay Mountain Truck Trail, Otay Mountain Wilderness, Otay Mesa, CA	137	2024	6	6/24/24	6/22/24
Watts Fire	Fresno	26000 Block of Watts Valley Road in eastern Fresno County	90	2024	6		6/22/24
Needles Fire	San Bernardino	900 Block Bush St, Needles	70	2024	6		6/22/24
Valley Fire	Tulare	East Myer Drive, East of Tooleville 	2	2024	6	6/23/24	6/22/24
Basalt Fire	Merced	Highway 152 and Basalt Road, Los Banos	58	2024	6	6/21/24	6/21/24
Gulch Fire	Madera	Grub Gulch Road and Le Land Gulch Road	11	2024	6		6/21/24
Water Fire	Kern	West of Lost Hills, Kern County	546	2024	6	6/21/24	6/21/24
Jolon Fire	Monterey	Unknown / TBD	10	2024	6		6/21/24
Kirk Fire	Solano	Highway 12 and 100 Red Top Road, Cordelia	20	2024	6	6/21/24	6/20/24
Double Fire	Yuba	Double Eagle Way, Yuba County	13	2024	6	6/23/24	6/20/24
Pfe Fire	Placer	Unknown / TBD	15	2024	6		6/20/24
Sky Fire	Kern	Elk Hills Road and Skyline Road, West of Bakersfield 	528	2024	6	6/19/24	6/19/24
Scotts Fire	Lake	Scotts Valley Road, Lakeport	38	2024	6		6/19/24
Daytona Fire	Kern	McKenna Street, Bakersfield	123	2024	6	6/19/24	6/19/24
Vista Fire	Merced	Aqua Vista Street and North Russell Avenue	25	2024	6		6/19/24
Side Fire	Tulare	Indian Reservation Drive and Road 240	137	2024	6		6/19/24
Spring Fire	Tuolumne	Near J59 and Hwy 108, Jamestown	51	2024	6		6/18/24
Tuscany Fire	Riverside	City View Drive, Palm Springs	126	2024	6		6/17/24
Slough Fire	Riverside	Road 9, Chowchilla, CA	33	2024	6		6/17/24
Railroad Fire	Madera	Road 27, Madera	13	2024	6		6/17/24
Sites Fire	Colusa	Sites Lodoga Road and Wilson Creek, southeast of Stonyford 	19195	2024	6		6/17/24
Stage Fire	Tulare	8400 Block of Old Stage Coach Road, Porterville	81	2024	6	6/17/24	6/17/24
Coast Fire	Monterey	Botchers Gap Campground 	15	2024	6		6/17/24
Douglas Fire	Sacramento	Douglas Road and Grant Line Road, Sacramento	585	2024	6	6/19/24	6/17/24
Aero Fire	Calaveras	Rock Creek Road and Highway 4, North of Copperopolis 	5285	2024	6		6/17/24
Ingomar Fire	Merced	Ingomar Rd &amp; Husman Rd, Ingomar	12	2024	6		6/17/24
Excelsior Fire	Sacramento	Jackson road and Excelsior Road, South of Mather	877	2024	6		6/16/24
Lisa Fire	Riverside	Highway 60 and Jack Rabbit Trail, East of Moreno Valley 	890	2024	6		6/16/24
Point Fire	Sonoma	Stewarts Point Road and Skaggs Springs, Geyserville 	1207	2024	6	6/24/24	6/16/24
Inkopah 5 Fire	Imperial	InKoPah Park Road, Boulder Park	30	2024	6	6/16/24	6/16/24
Summit Fire	San Bernardino	Near Summit Valley Road, Hesperia	13	2024	6		6/16/24
Elgin Fire	Merced	Elgin Road and Henry Miller Road, North of Dos Palos	86	2024	6		6/16/24
Max Fire	Los Angeles	80th Street West, Lancaster	338	2024	6		6/16/24
Hidden Fire	Shasta	Silverthorn Road and Hidden Valley Drive, northeast of Redding 	45	2024	6		6/16/24
62 Fire	Riverside	Unknown / TBD	13	2024	6		6/16/24
Felipe Fire	Santa Clara	Southeast San Jose	19	2024	6		6/15/24
Post Fire	Los Angeles, Ventura	Gorman Road, Gorman CA	15563	2024	6	6/26/24	6/15/24
Junes Fire	Butte	Four Junes Way and Palermo Honcut Hwy, south of Palermo	1056	2024	6	6/18/24	6/15/24
Hernandez Fire	San Benito	Airline Highway and Old Hernandez Road, Beaver Dam 	642	2024	6	6/20/24	6/15/24
Rocky Fire	Butte	Community of Robinson Mill	18	2024	6		6/15/24
Sioux Fire	Madera	Indian Lakes, Coarsegold	15	2024	6	6/16/24	6/15/24
West Fire	Los Angeles	Near West Avenue G, Lancaster	300	2024	6	6/15/24	6/15/24
Hesperia Fire	San Bernardino	Arrowhead Lake Road, Hesperia	1078	2024	6		6/15/24
5 Fire	Kern	Interstate 5, Buttonwillow	30	2024	6		6/14/24
Johnson Fire	San Joaquin	East Acampo Road, San Joaquin County	20	2024	6		6/13/24
Peterson Fire	Lassen	US-395, Lassen County	22	2024	6		6/13/24
Bear Fire	San Luis Obispo	Soda Lake Road and Gaviota Trail, Santa Margarita	1410	2024	6		6/12/24
Grant Fire	Sacramento	Grantline and White Rock Road, Rancho Cordova	119	2024	6		6/12/24
Llano Fire	Los Angeles	Highway 18 and 248th Street East, Los Angeles County	30	2024	6		6/12/24
Flynn Fire	Alameda	I-580 and North Flynn Road, Altamont	23	2024	6		6/11/24
Jellys Fire	Tehama	Jellys Ferry Road and Spring Branch Road, North of Red Bluff	17	2024	6		6/11/24
Stoddard 3 Fire	San Bernardino	Stoddard Wells Road, South of Barstow	472	2024	6		6/11/24
Carmen Fire	Riverside	Elm Street and Lavern Avenue, Cabazon	64	2024	6		6/11/24
Travel Fire	Fresno	South Lincoln Avenue, near I-5	10	2024	6		6/11/24
Lincoln Fire	Los Angeles	20th Street, Palmdale 	17	2024	6	6/11/24	6/11/24
Hinkley Fire	San Bernardino	Hinkley Road, Hinkley	126	2024	6		6/11/24
Oil Fire	Kern	East of Highway 65 and Lerdo Highway, North of Bakersfield	214	2024	6		6/11/24
Rawson Fire	Tehama	Rawson Road, South of Red Bluff	25	2024	6		6/10/24
Spenceville Fire	Yuba	Spenceville Shooting Range, Spenceville 	23	2024	6		6/10/24
Acorn Fire	Calaveras	New Hogan Lake, Valley Springs	15	2024	6		6/10/24
Cod Fire	Siskiyou	Cod Drive, Hornbrook 	28	2024	6	6/13/24	6/10/24
Creek Fire	Kern	Caliente Creek Road, Caliente	50	2024	6	6/11/24	6/9/24
John Fire	Contra Costa	John Henry Johnson Parkway, Pittsburg	55	2024	6		6/9/24
Forest Fire	Los Angeles	East Avenue, Llano	41	2024	6		6/9/24
Greenville Fire	Alameda	Altamont Pass Road and North Greenville Road, Altamont	44	2024	6		6/8/24
Cody Fire	Kern	Sherwood Avenue, North of Bakersfield 	903	2024	6		6/8/24
Aquaduct 2 Fire	San Diego	Aqueduct Road and San Clemente Canyon Freeway	110	2024	6		6/8/24
Rock Fire	San Luis Obispo	Bee Rock Road &amp; Canyon Road, Camp Roberts	50	2024	6		6/8/24
Pan Fire	Fresno	Little Panoche Road, near Firebaugh	34	2024	6		6/7/24
Albers Fire	Santa Clara	124 Albers Court, Marsh Creek	23	2024	6		6/7/24
Garlock Fire	Fresno	Garlock Lane and Gooseberry Lane, Eastern Fresno County	54	2024	6		6/7/24
Morgan Fire	Riverside	Coppola Street and Morgan Hill Drive, Temecula	14	2024	6	6/7/24	6/7/24
Poleline Fire	Merced	Poleline Road and Highway 165, Los Banos	30	2024	6	6/7/24	6/7/24
Koala Fire	San Bernardino	Koala Road and Victor Street	25	2024	6		6/7/24
Springs Fire	Siskiyou	West of Gazelle	11	2024	6		6/7/24
Little Fire	Fresno	Little Panoche Road and West Shields Avenue, Mendota	34	2024	6	6/6/24	6/6/24
Devil Fire	Kings	Devils Den Road and 25th Avenue, south of Kettleman City	211	2024	6		6/6/24
Relay Fire	Riverside	Near the intersection of Beaumont Avenue and California Avenue	47	2024	6	6/6/24	6/6/24
Gaskell Fire	Kern	Unknown / TBD	403	2024	6	6/7/24	6/6/24
155 Fire	Kern	Wofford Boulevard and Deadrich Ranch Road	55	2024	6		6/6/24
Lost Fire	Kern	Lost Hills Road and Weiser Road	3600	2024	6		6/6/24
Lotus Fire	Riverside	5800 Block of 28th Street, Jurupa Valley	30	2024	6		6/5/24
Bitterwater 	San Luis Obispo	Highway 58 and Bitterwater Road	331	2024	6		6/5/24
Crystal Fire	Napa	250 Block of Crystal Springs Road, Deer Park	60	2024	6	6/8/24	6/5/24
Springs Fire	Tuolumne	Highway 108 and Green Springs Road	17	2024	6		6/4/24
Russell Fire	Fresno	North Russell Avenue, Firebaugh	25	2024	6		6/4/24
Road Fire	Kern	South of Taft	1088	2024	6		6/4/24
Shadow Fire	Kern	Squirrel Mountain Valley, East of Lake Isabella	86	2024	6		6/3/24
Patterson Fire	Alameda	Patterson Pass and Midway Road	95	2024	6		6/3/24
Sorrel Fire	San Bernardino	Northeast of Apple Valley	40	2024	6		6/3/24
Park Fire	Riverside	Unknown / TBD	13	2024	6		6/2/24
Boyd Fire	Tulare	Boyd Drive between Avenue 420 and Highway 245, East of Orosi	36	2024	6		6/1/24
Corral Fire	San Joaquin	Lawrence Livermore National Laboratory Site 300, southwest of Tracy	14168	2024	6		6/1/24
